"Name","url","Release_Date","Genre","Completed","Translator","Description","Count","Update_needed"
"If It's An Invasion Of The Earth, Of Course It'll Be Cats Right?","http://novelplanet.com/Novel/%49%66%2d%49%74%2d%73%2d%41%6e%2d%49%6e%76%61%73%69%6f%6e%2d%4f%66%2d%54%68%65%2d%45%61%72%74%68%2d%4f%66%2d%43%6f%75%72%73%65%2d%49%74%2d%6c%6c%2d%42%65%2d%43%61%74%73%2d%52%69%67%68%74",2016,"Comedy            ",FALSE,"Unknown","Beyond the distant Milky Way NEKO Star Warrior Cattol  who took on the mission of invading Earth, will be reincarnated into a certain organism on Earth. It was a kitten that Cattol chose. We must control humankind which dominates the earth, surely accomplishing the Earth invasion. Nya <U+30FC>!The story is black with bad end, also without much significance(story-wise). Cat lovers Full throttle! (TL: black and bad end were written in kata)",3,FALSE
"I'll Live My Second Life!","http://novelplanet.com/Novel/%49%2d%6c%6c%2d%4c%69%76%65%2d%4d%79%2d%53%65%63%6f%6e%64%2d%4c%69%66%65",NA,"Action, Comedy, Fantasy, Romance            ",FALSE,"tamakeribanchou.wordpress.com","Fii was the first princess of the rural nation, Déman.One day, she became engaged to King Roy; an icy king with both beauty and ability, whose management ability was perfect, and who would be perfect save for his coldness towards women.The engagement was not really anything for her to celebrate though.Why? Because her younger sister with both beauty and fame, whose personality was great, who held a mysterious power and who was a soothing miko had gotten into a marriage of love with said king. And Fii had just come along with her as a set bonus.She was treated as a stain on the fairy tale, but after a certain event, Fii decided she didn’t care any more.She didn’t care about this lifestyle where she never saw her husband even once, where she would spend the rest of her days rotting away in a royal villa.She was going to live her second life!That was the decision she came to.",82,FALSE
"I'll Still Love You Even If You're a Man","http://novelplanet.com/Novel/%49%2d%6c%6c%2d%53%74%69%6c%6c%2d%4c%6f%76%65%2d%59%6f%75%2d%45%76%65%6e%2d%49%66%2d%59%6f%75%2d%72%65%2d%61%2d%4d%61%6e",NA,"Romance, Yaoi            ",FALSE,"Unknown","N/A",33,FALSE
"Illimitable Until Death","http://novelplanet.com/Novel/%49%6c%6c%69%6d%69%74%61%62%6c%65%2d%55%6e%74%69%6c%2d%44%65%61%74%68",NA,"Action, Adventure, Fantasy, Supernatural            ",FALSE,"SnowFlowerTranslation","“From today onwards, you will become the Envoy of one of the Main Gods in the Dimensions of Main Gods. You will travel from one world to another and through that, you will attain what others will never obtain in their entire life.”The moment these words echo in Fang Li’s head, Fang Li’s life is destined to be extraordinary…",11,FALSE
"Illusion","http://novelplanet.com/Novel/%49%6c%6c%75%73%69%6f%6e",NA,"Action, Adult, Adventure, Comedy, Fantasy, Harem, Mature, Supernatural, Xuanhuan            ",FALSE,"FoxGod","The Saint: “Bro Yi, Can you make me your servant?Yi Feng: “What? A Saint like you wants to become my servant. Do you have any shame?The Saint: “My sister is very beautiful”Yi Feng (His eyes is glowing): Little Saint, you can follow me from now. All right, remember to tell your sister to come!The King: “Yi Feng! Your bastard, what are you doing?Yi Feng: My bad! My bad! My king, I just want to stroll in this harem a little bit. Who knows those girls have been following me like that?",6,FALSE
"Illusions, Lies, Truth","http://novelplanet.com/Novel/%49%6c%6c%75%73%69%6f%6e%73%2d%4c%69%65%73%2d%54%72%75%74%68",2013,"Comedy, Supernatural            ",FALSE,"www.princerevolution.org","Upon reaching home, the number of little girls at home has doubled from one to two?! Moreover, no one in the family actually noticed this strange situation… Jiang Ziya possesses a strange left eye that lets him see things he shouldn’t be able to see. Usually, turning a blind eye to them is his life principle. However, something that shouldn’t be there has appeared in his house. This time, he can no longer continue pretending that he hasn’t seen it. So what should he do next? This world has never been peaceful. Sometimes, just “seeing” things is dangerous. Facing the unknown, are you willing to choose to see – the truth?",24,FALSE
"I'm a High School Boy and a Bestselling Light Novel Author, Strangled by My Female Junior and a Voice Actress","http://novelplanet.com/Novel/%49%2d%6d%2d%61%2d%48%69%67%68%2d%53%63%68%6f%6f%6c%2d%42%6f%79%2d%61%6e%64%2d%61%2d%42%65%73%74%73%65%6c%6c%69%6e%67%2d%4c%69%67%68%74%2d%4e%6f%76%65%6c%2d%41%75%74%68%6f%72%2d%53%74%72%61%6e%67%6c%65%64%2d%62%79%2d%4d%79%2d%46%65%6d%61%6c%65%2d%4a%75%6e%69%6f%72%2d%61%6e%64%2d%61%2d%56%6f%69%63%65%2d%41%63%74%72%65%73%73",2014,"Comedy, Romance, School Life, Shounen, Slice of Life            ",FALSE,"Unknown","I’m a high school student who became an author after debuting at Dengeki Bunko. After taking a year of hiatus from school to write my work, I transferred out to another high school to study, and met a girl called Eri Nitadori in school, a rookie voice actress cast as a character in the anime adaptation of my work.In school, we treat our professions as a secret. However, Nitadori’s very popular in class, and I’m a loner…the only chance we get to talk to each other is when we take the Limited Express train together every Thursday, seated side by side as for head off for an anime After Recording.To improve her skills, she asked me questions regarding the profession. While I was answering the questions regarding the process–how did it end up like this.This is what I last remembered before I lost consciousness, and the story of my near-death experience.",5,TRUE
"I'm a NEET but when I went to Hello Work I got taken to another world (LN)","http://novelplanet.com/Novel/%49%2d%6d%2d%61%2d%4e%45%45%54%2d%62%75%74%2d%77%68%65%6e%2d%49%2d%77%65%6e%74%2d%74%6f%2d%48%65%6c%6c%6f%2d%57%6f%72%6b%2d%49%2d%67%6f%74%2d%74%61%6b%65%6e%2d%74%6f%2d%61%6e%6f%74%68%65%72%2d%77%6f%72%6c%64",2013,"Action, Adventure, Comedy, Fantasy, Harem, Martial Arts, Mature, Romance, Shounen, Slice of Life            ",FALSE,"Working NEET Translation","The NEET Yamano Masaru (23 years old) went to Hello Work and finds an interesting job offer. [A swords and sorcery fantasy, test play for Miniature Garden of Razgrad World. Extended period of time, preferred to be able to live on site. Monthly salary of 250,000 + percentage pay] Immediately goes to the interview and signs a contract. However, the place of employment is in another world. Because of the contract, he’s taken there, to survive, Masaru received a cheat but he is told the shocking truth. “This world will be destroyed in 20 years.” Can a simple NEET prevent the destruction of the world?!",78,FALSE
"I'm a Villain","http://novelplanet.com/Novel/%49%2d%6d%2d%61%2d%56%69%6c%6c%61%69%6e",NA,"Action, Adult, Adventure, Fantasy, Mature, Mystery            ",FALSE,"Unknown","LeeSoo Han fought for justice. The price he had to pay was being murdered along with his girlfriend. But LeeSoo was revived as a “Shadow Warrior”.",3,FALSE
"I'm Back in the Other World?","http://novelplanet.com/Novel/%49%2d%6d%2d%42%61%63%6b%2d%69%6e%2d%74%68%65%2d%4f%74%68%65%72%2d%57%6f%72%6c%64",2012,"Adventure, Comedy, Fantasy, Gender Bender, Romance, Shoujo, Slice of Life            ",FALSE,"Mojotranslations","My name is Fujino Sakura. It seems that I have a “past life” and “knowledge of it.” However, that knowledge or whatever was basically useless to me, and actually got in the way as I grew up. This is a story about how I ‘tripped’ back into the world of my old life.",79,FALSE
"I'm Hui Tai Lang","http://novelplanet.com/Novel/%49%2d%6d%2d%48%75%69%2d%54%61%69%2d%4c%61%6e%67",2014,"Action, Adventure, Comedy, Harem, Romance, Supernatural, Xuanhuan            ",FALSE,"volarenovels","Transmigrated to another world, bringing with him “Hui Tai Lang System” and becoming a wolf, since then he has been living wolves’ pack life… Even though there are countless unclothed female wolves enticing him in every possible ways, he still remains unmoved, in “Wolf’s World” Decline the Willow’s enticement!He has howled for long periods to the moon uncountable times, his heart yelling: “I have a dream, I dream that one day, this community will stand up, to really realize their creed’s true meaning: “We believe truth is self-evident, creatures live equally; I dream that one day, my children will not be judged by their race, but by whether their characters are good or bad to assess their life in the nation.”TL Note: “Willow” symbolizes women in China, so in this case, this idiom is saying: No matter how much you entice me, I cannot be moved. Wolf’s World – Being eaten until not even the bones are left, saying they are dangerous.",32,FALSE
"I'm in Hollywood","http://novelplanet.com/Novel/%49%2d%6d%2d%69%6e%2d%48%6f%6c%6c%79%77%6f%6f%64",2015,"Adult, Drama, Fantasy, Harem, Mature, Psychological, Romance, Seinen, Supernatural            ",FALSE,"I Speak MTL","An advertising director is reborn in 1988 Hollywood as an eighteen-year-old blond-haired westerner named Eric Williams.From then on, he starts writing movie scripts and television songs, becomes skilled in directing every kind of film, wins over all kinds of female celebrities, and takes the road to become a Hollywood legend.",42,FALSE
"I'm OP, but I Began an Inn","http://novelplanet.com/Novel/%49%2d%6d%2d%4f%50%2d%62%75%74%2d%49%2d%42%65%67%61%6e%2d%61%6e%2d%49%6e%6e",2012,"Comedy, Fantasy, Gender Bender, Romance            ",FALSE,"alatpengeras.blogspot.com.tr","A man died young and was sent to another world with a cheat-like power!?<U+2015><U+2015>But, I don’t really feel like doing anything amazing. I just want to start my own inn. Nevertheless, I’ll aim for the #1 inn in the world!!",15,FALSE
"I'm Really a Superstar","http://novelplanet.com/Novel/%49%2d%6d%2d%52%65%61%6c%6c%79%2d%61%2d%53%75%70%65%72%73%74%61%72",2014,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Martial Arts, Romance, Seinen, Slice of Life, Xuanhuan            ",FALSE,"Wuxiaworld","Zhang Ye was originally a mundane college graduate with aspiring dreams to become a star, but unfortunately has below average looks and height. However one day, he woke up and suddenly found himself in a parallel world!It’s like the same world, but wait a minute…many brands, celebrities and even famous works from his world changed and are gone in this new world!Armed with the profound literary knowledge of his previous world and a heaven-defying Game Ring that gives him magical items, stats and skills, Zhang Ye embarks on a journey to pursue his life-long dream of becoming famous!Follow Zhang Ye as he takes the new world by storm, one plagiarized piece at a time, to hilarious reactions!",536,FALSE
"I'm Sorry For Being Born In This World!","http://novelplanet.com/Novel/%49%2d%6d%2d%53%6f%72%72%79%2d%46%6f%72%2d%42%65%69%6e%67%2d%42%6f%72%6e%2d%49%6e%2d%54%68%69%73%2d%57%6f%72%6c%64",2016,"Action, Adventure, Fantasy, Mature            ",FALSE,"Ensj Translations","What got summoned was the world’s strongest sociopath. His ability is one that allows him to buy anything, [Heart of Gold]. The Demon King is dead. Now, it’s time to kill the hero.",3,FALSE
"I'm The King","http://novelplanet.com/Novel/%49%2d%6d%2d%54%68%65%2d%4b%69%6e%67",NA,"Action, Fantasy            ",FALSE,"Unknown","The story is about a guy who was an expert fighting in close combat. After earning an enormous amount of money to live freely, he retires from the underground fighting club but because he ended up making many enemies, he ended up dying after he was betrayed by his boss.  As a result he swears not be betrayed again… After dying, he regains consciousness but this time in the body of a young 18 year old boy which also has the same name. This young boy was beaten to death as he tried to save a random girl… The heavens gave me a second opportunity so I’m not going to let it happen a second time, I will not be betrayed again. This new life, I will use my iron blood as a sharp blade and I will defend myself and the important people to me. This is my world, in this world — I’m the King.",2,FALSE
"Immoral Holidays","http://novelplanet.com/Novel/%49%6d%6d%6f%72%61%6c%2d%48%6f%6c%69%64%61%79%73",NA,"Drama, Romance, Yaoi            ",FALSE,"Unknown","“Before the end of his break, I’ll have to discipline brother until he can no longer leave me!” Shrouded in the light of their noble birth since the day they were born, top military academy honour students—twin brothers Ling Qian and Ling Han have always coveted after the ownership of their older adoptive brother, Ling Wei. During the intense competition between the twins, Ling Qian made the first move. “I absolutely can’t let Ling Han, who’s returning with military privileges, take sole possession of brother!” Ling Wei, full of soldierly bearings and pure as the sunlight, by his second brother’s cunning tricks, was coerced into becoming his younger brother’s sexual object for discipline and sating his lust, constantly subjected to cruel and tender ravishments both mentally and physically. But most embarrassingly, he grew from unbearably shameful resistance, to gradually being pulled deep down into the abyss of immoral pleasures. Just as Ling Wei writhed under his second brother, crying and moaning from his restless thrusting, their third brother Ling Han was returning after successfully completing a trial of life and death, full of extreme jealousy ….",4,FALSE
"Immortal","http://novelplanet.com/Novel/%49%6d%6d%6f%72%74%61%6c",2010,"Action, Adventure, Drama, Fantasy, Harem, Martial Arts, Mature, Xianxia            ",FALSE,"Path of Translation","Mortal side: Once I’ve become Immortal, then my attempt to conquer the world shall begin. I, Zhong Shan, in order establish a supreme heavenly dynasty, must marshal all the luck that I can gather to cleanse my own karma. Then I will have the strength to fight heaven itself, create a new world, and live forever. First: Fate. Second: Luck. Third: Feng Shui. Four: Cultivate Inner Virtue. Five: Fame! To gain eternal life. To obtain fame, one must establish a heavenly dynasty and amass the luck of the world! To cultivate inner virtue, one must establish holy sites and accumulate an immeasurable amount of merit! To cultivate feng shui one must learn to communicate between yin and yang and control the powers of heaven and earth! To cultivate luck, …….! To cultivate fate, ……..! ———– Immortal side: Ask the whole world, who can have eternal life~!",35,FALSE
"Immortal and Martial Dual Cultivation","http://novelplanet.com/Novel/%49%6d%6d%6f%72%74%61%6c%2d%61%6e%64%2d%4d%61%72%74%69%61%6c%2d%44%75%61%6c%2d%43%75%6c%74%69%76%61%74%69%6f%6e",NA,"Action, Adventure, Fantasy, Martial Arts, Romance, Xuanhuan            ",FALSE,"Gravity Tales","Reach the peak of immortal cultivation and become able to run amok without fear! Use the power of martial arts to rule the world and defeat heroes! The weather changes at the whim and wave of a palm. He who cultivates both immortal techniques and martial arts, who could possibly defeat him! Xiao Chen is a shut-in who purchased a ‘Compendium of Cultivation’. Soon after, he crossed over into the Tianwu World, a world ruled by martial arts. He then refined pills, drew talismans, practiced formations, crafted weapons and cultivated the Azure Dragon Martial Soul that had not been seen for thousands of years. This is a story that tells of an exciting and magnificent legend!",17,FALSE
"Immortal God Emperor","http://novelplanet.com/Novel/%49%6d%6d%6f%72%74%61%6c%2d%47%6f%64%2d%45%6d%70%65%72%6f%72",2015,"Action, Adventure, Fantasy, Martial Arts, Mature, Romance, Xuanhuan            ",FALSE,"Aran Translations","Ye Qingyu, since the death of his parents four years ago, has been laughed at by the entire Deer city. Little do people know, he has just been biding his time for the entire four years. With the White Deer academy selection just around the corner, can he shut the mouths of all those who have laughed at him? Join Ye Qingyu in his journey to solve the mystery behind his family’s death and to reclaim the Ye family property!",249,FALSE
"Immortal Mortal","http://novelplanet.com/Novel/%49%6d%6d%6f%72%74%61%6c%2d%4d%6f%72%74%61%6c",2016,"Action, Adventure, Fantasy, Harem, Martial Arts, Romance, Sci-fi, Xianxia            ",FALSE,"Qidian International","I, a mere mortal, a humble man!I’m called Mo Wu Ji!I want immortality!",27,FALSE
"Immortal's Farmland","http://novelplanet.com/Novel/%49%6d%6d%6f%72%74%61%6c%2d%73%2d%46%61%72%6d%6c%61%6e%64",NA,"Action, Adventure, Comedy, Drama, Fantasy, Harem, Martial Arts, Mature, Romance, Xianxia            ",FALSE,"Zenith Novels","Author Synopsis:————————Did I transmigrated to another world? Am I a butterfly?Oh god! This is too much!Ehhh? Becoming an Immortal? In this chaotic and competitive world? A world filled with many handsome boys?Haha, at least I have a celestial farmland inside me! Yes, I will just look for more seeds to plant more celestial plants.Translator Synopsis:—————————–The story is set in a fantasized dimension where people have the urge to become Immortals through various training of celestial martial arts.Qian Qian wakes up and realizes that she has transmigrated to a completely different world, where she is no longer a human, but instead, a Butterfly!Her journey to becoming a powerful Immortal becomes smoother with the celestial farmland inside her!The story takes on a similar genre to the popular drama like “Journey of a Flower” and “Eternal Love”.Let us begin our journey into the Xianxia World!",22,FALSE
"Immortal's Way","http://novelplanet.com/Novel/%49%6d%6d%6f%72%74%61%6c%2d%73%2d%57%61%79",NA,"Action, Fantasy, Martial Arts, Shounen, Xianxia            ",FALSE,"Unknown","A crippled young master, born with a chronic illness, living bitterly in a world of martial arts yet cannot practice it. So that he does not burden his old grandfather, he chooses to walk into the Emperor’s Mountain that is said to possess the Emperor’s myth. He strays cold pit, a fine line between life and death. He happens to eat a yingyang fruit that rid of his chronic illness. He stirs up his clan and cause chaos in under the peaceful sky. For beauty, he battles violently against three kingdoms. With his peerless talent, he rises to the fame, prestige and domination, everything for the way of the immortal.",5,FALSE
"Imouto sae Ireba Ii.","http://novelplanet.com/Novel/%49%6d%6f%75%74%6f%2d%73%61%65%2d%49%72%65%62%61%2d%49%69",2015,"Comedy, Romance            ",FALSE,"Unknown","Surrounded by many different kinds of company, our protagonist: Hopeless siscon Hashima Itsuki.  1st class genius and lover, the high end unfortunate-beauty Kani Nayuta.  Troubled about love, troubled about friendships, troubled even in her dreams, victor of the 3 crowns Shirakawa Miyako.  Brutal tax sabre, Ono Ashley.  Natural born illustrator, Puriketsu.  Each and every one as hesitant as the next, and each and every one dealing with their own headaches. This is a busy story of a group of bewildering characters that plays games together, takes trips together, and works together, never a single dull day.  Watching over them is the kind and thoughtful, completely perfect, superhuman little brother of Itsuki; Chihiro, with a huge secret of his own<U+2015>.  From the author that brought you ‘Boku wa Tomodachi ga Sukunai’ (‘Haganai’), Hirasaka Yomi has drawn the curtains for the latest youth love-comedy series!",3,FALSE
"Imperial wars and my stratagems ~ Until history's most powerful nation is created ~","http://novelplanet.com/Novel/%49%6d%70%65%72%69%61%6c%2d%77%61%72%73%2d%61%6e%64%2d%6d%79%2d%73%74%72%61%74%61%67%65%6d%73%2d%55%6e%74%69%6c%2d%68%69%73%74%6f%72%79%2d%73%2d%6d%6f%73%74%2d%70%6f%77%65%72%66%75%6c%2d%6e%61%74%69%6f%6e%2d%69%73%2d%63%72%65%61%74%65%64",2016,"Action, Drama, Fantasy, Historical, Seinen, Supernatural            ",FALSE,"Infinite Novel Translations","It’s a story about a former Japanese person secretly maneuvering in a different world, that has accumulated history in the same way as earth. Concealing himself from they eyes of people, he has no interest in things like honour and wealth at all and only moves for the sake of his goals. Before long he starts to influence the movements of the world from the shadows. The protagonist will change. Based on the Annals of the Three Kingdoms, it’s aimed at those being curious about military history and those, who don’t know the Annals of the Three Kingdoms, enjoying to read about it.",6,FALSE
"Impregnable Dreadnought","http://novelplanet.com/Novel/%49%6d%70%72%65%67%6e%61%62%6c%65%2d%44%72%65%61%64%6e%6f%75%67%68%74",2015,"Action, Adventure, Fantasy, Romance, School Life, Sci-fi            ",FALSE,"Unknown","Year 1999. Due to a meteorite collision, Holes connecting Earth to a parallel world opened. Lemuria Confederation, one of the two major powers in the parallel world, launched an invasion against Earth, disregarding their bafflement. The Earth’s side fought hard against the parallel world’s magic, enlisting aid from Astoria Kingdom which was the other major power from the parallel world, and succeeded in developing magic technology. With the appearance of magic technology, the war fell into a stalemate. At last, an armistice between Lemuria Confederation and Earth was established in year 2002. And then 50 years later. Lemuria Confederation and Earth repeated waging wars and declaring truce while somehow maintaining balance. In the middle of that, at the border zone of the parallel world’s Astoria and Lemuria, one Japanese boy descended. His name is Yuuki Mamoru. Nicknamed Sir Dreadnought. One of the 48 knights who supported Astoria Kingdom.",4,FALSE
"In a Different World with a Smartphone","http://novelplanet.com/Novel/%49%6e%2d%61%2d%44%69%66%66%65%72%65%6e%74%2d%57%6f%72%6c%64%2d%77%69%74%68%2d%61%2d%53%6d%61%72%74%70%68%6f%6e%65",2013,"Action, Adventure, Comedy, Fantasy, Harem, Mecha, Romance, Sci-fi, Shounen, Slice of Life            ",FALSE,"Raising the Dead","After a freak accident involving some lightning winds up zapping him dead, 15-year-old Mochizuki Touya wakes up to find himself face-to-face with God. “I am afraid to say that I have made a bit of a blunder…” laments the old coot. But all is not lost! God says that he can reincarnate Touya into a world of fantasy, and as a bonus, he gets to bring his smartphone along with! So begins Touya’s adventure in a new, anachronistic pseudo-medieval world. Friends! Laughs! Tears! Inexplicable Deus ex Machina! He sets off on a journey full of wonder as he absentmindedly travels from place to place, following whatever goal catches his fancy. The curtains lift on an epic tale of swords, sorcery, and smartphone apps!",133,FALSE
"In Different World with Naruto System","http://novelplanet.com/Novel/%49%6e%2d%44%69%66%66%65%72%65%6e%74%2d%57%6f%72%6c%64%2d%77%69%74%68%2d%4e%61%72%75%74%6f%2d%53%79%73%74%65%6d",NA,"Action, Adventure, Comedy, Fantasy, Martial Arts, Mystery, Romance, Slice of Life, Tragedy, Xuanhuan            ",FALSE,"steady","At Divine Wind Continent, there is cultivation system—douqi, illusion and magic. Ren Tian You was a fan of Naruto, single carelessness caused him to arrive in different world. Unexpectedly only to discover within his body possessed Naruto system. What? You will use douqi! I, your father’s taijutsu is also not weak! Look at my shadow dance! What? You will use illusions! I, your father however have every illusions’ ancestor, Sharingan! Look at my Tsukuyomi! What? You are a magician! I, your father am a ninja! Look at my fire style——– grand fireball!",249,FALSE
"In the land of Rear Dale","http://novelplanet.com/Novel/%49%6e%2d%74%68%65%2d%6c%61%6e%64%2d%6f%66%2d%52%65%61%72%2d%44%61%6c%65",NA,"Adventure, Fantasy            ",FALSE,"Pretty Princess...","Due to an accident, half of Kagami Keina’s body was paralyzed. One day, because of a power outage she regrettably died, but just before that she was moved to the world of the online game she was playing. When woke up, she was in the game, moreover it was 200 years in the future? Well for the time being, in order to survive I should probably do something. In the world that was a video game, who stands in the way of the fumbling girl making her way through!?",1,FALSE
"Inch of Radiance","http://novelplanet.com/Novel/%49%6e%63%68%2d%6f%66%2d%52%61%64%69%61%6e%63%65",2010,"Action, Adventure, Fantasy, Martial Arts, Romance, Tragedy, Xianxia            ",FALSE,"Pika Translations","A flying dagger arrives, an inch of radiance appears; the Overlord has passed on a successor to the people of modern times! Flying dagger! A new type of cultivation path through flying daggers! The story revolves around an uniquely skilled “Xiao Li Flying Dagger” youth. Because his meridians were ordinary, he could not achieve greatness through internal cultivation. Later however, he was able to obtain a Dan medicine; a refining pellet that is able to shed one’s mortal body and exchange one’s bones, the “Essence Cleansing Dan!”",75,FALSE
"Incredible Loli Change","http://novelplanet.com/Novel/%49%6e%63%72%65%64%69%62%6c%65%2d%4c%6f%6c%69%2d%43%68%61%6e%67%65",2015,"Comedy, Gender Bender, Slice of Life            ",FALSE,"Unknown","The main character is called Azumabashi Jin-ichi, he’s just a completely normal guy until he received an uncontrollable ability to transform into a cute loli, by getting hit by a shooting star. Then Weird things started to happen around him, which just ruined his normal life. Incredible Loli Change (<U+4E0D><U+53EF><U+601D><U+8BAE><U+7684><U+841D><U+53D8>) is a Chinese web light novel series written by LOSly.Hoy.",10,FALSE
"Infected","http://novelplanet.com/Novel/%49%6e%66%65%63%74%65%64",2008,"Fiction, Horror            ",TRUE,"Unknown","The book follows several characters as they deal with an alien invasion on the microscopic level. The narration is primarily through the perspectives of Perry Dawsey, an ex-football player with an anger problem, and Margaret Montoya, an epidemiologist with the CDC who is investigating a strange disease that turns seemingly normal people into murderers.",112,FALSE
"Infinite Stratos","http://novelplanet.com/Novel/%49%6e%66%69%6e%69%74%65%2d%53%74%72%61%74%6f%73",NA,"Action, Ecchi, Harem, Romance, School Life, Sci-fi, Shounen            ",FALSE,"Unknown","In the near future, a Japanese scientist engineers a powered exoskeleton called “Infinite Stratos” (IS). Possessing technology and combat capabilities far more advanced than any other weapon system, the IS threatens to destabilize the world. Faced with such an overpowering weapon, the nations of the world enact the “Alaska Treaty”, which states that IS will never be used for military combat and that existing IS technology must be equally distributed to all nations, to prevent any one nation for dominating the others. The introduction of the IS does however have a major effect on society. As IS can only be operated by women, the power balance between men and women is broken, with women coming to dominate society over men.Ten years after the first IS were introduced, the world has entered a new age of peace. The peace is shattered, however, by an unexpected discovery. A 15 year old Japanese boy, named Ichika Orimura, is discovered to be capable of operating an IS. Realizing the potential, Ichika is forced by the Japanese government to attend the prestigious Infinite Stratos Academy, an international academy where IS pilots from all over the world are trained. Thus his busy school life surrounded by girls begins.",39,FALSE
"Infinity Armament","http://novelplanet.com/Novel/%49%6e%66%69%6e%69%74%79%2d%41%72%6d%61%6d%65%6e%74",2010,"Action, Adventure, Fantasy, Historical, Horror, Mature, Romance, Sci-fi, Supernatural, Tragedy            ",FALSE,"Zenith Novels","This world is Heaven.Because this world has everything you dream of, everything you wish for.This world is Hell.Because everyone in this world are parts of a never-ending massacre.Are you fighting to survive, or fighting to come home?",50,FALSE
"Inma no Hado","http://novelplanet.com/Novel/%49%6e%6d%61%2d%6e%6f%2d%48%61%64%6f",NA,"Adult, Ecchi, Harem, Lolicon, Mature, School Life, Seinen, Supernatural            ",FALSE,"Rebirth Online World","One day, a timid science teacher, who works in a prestigious high school, for girls, saw a strange dream. He dreamed that he made a contract with an incubus and obtained a mysterious power. He woke up from his sleep with a black desire within him, that he will prey down every beauty at this high school.",72,FALSE
"Inou-Battle wa Nichijou-kei no Naka de","http://novelplanet.com/Novel/%49%6e%6f%75%2d%42%61%74%74%6c%65%2d%77%61%2d%4e%69%63%68%69%6a%6f%75%2d%6b%65%69%2d%6e%6f%2d%4e%61%6b%61%2d%64%65",2012,"Comedy, Harem, Romance, School Life, Slice of Life, Supernatural            ",FALSE,"danielyang","Half a year ago, the four members of a literature club, as well as the elementary school niece of their faculty adviser, were bestowed with supernatural powers. The boy in the club, Ando Jurai, became able to produce black flames. The girls acquired a variety of powerful abilities: Tomoyo could slow, speed, or stop time, Hatoko could control the five elements (earth, water, fire, wind, light), little Chifuyu could create things, and Sayumi could repair objects or heal living things. However, since they gained these powers, nothing has really changed in their everyday life. Why have they been given these powers in the first place? Will the heroic fantasy life they imagined these powers would bring ever actually arrive?",11,FALSE
"Insanely Pampered Wife: Genius Doctor Fifth Young Miss","http://novelplanet.com/Novel/%49%6e%73%61%6e%65%6c%79%2d%50%61%6d%70%65%72%65%64%2d%57%69%66%65%2d%47%65%6e%69%75%73%2d%44%6f%63%74%6f%72%2d%46%69%66%74%68%2d%59%6f%75%6e%67%2d%4d%69%73%73",NA,"Fantasy, Gender Bender, Historical, Romance, Shoujo, Xianxia, Xuanhuan            ",FALSE,"Misty Cloud Translations","She was the Fifth Young Miss of the revered General’s Residence, but was seen to be useless as trash. Promiscuous and flirtatious to a fault, she was finally killed by mistake under the hands of the attendants of the man she was chasing; She was a genius favoured by the Heavens but ultimately murdered by an insidious plot and all who shared her bloodline pursued and exterminated which caused her to lust for revenge to be paid in blood. The day the genius had unwittingly taken up the body of that useless trash and opened her eyes, her fate had completely changed!!! Refining elixirs and the smelting of weapons were tough? That did not daunt her. Beast Tamers were rare? She had easily gained the title of Emperor Beast Tamer! Forced marriages!? Men being arrogant because they are good looking? She stretches her hand out and easily pulls devilishly handsome men to her: The Demonic King brothers would easily take their place. A devilish glance, a slight shimmer of movement, and that man would suddenly disappear the next moment. He turned back around, his devilish smile alluring: “Let’s continue with the topic, let’s have a child!” This is another interesting story with transmigrating and very fun filled characters that will delight you.",15,FALSE
"Inside the Cave of Obscenity","http://novelplanet.com/Novel/%49%6e%73%69%64%65%2d%74%68%65%2d%43%61%76%65%2d%6f%66%2d%4f%62%73%63%65%6e%69%74%79",2015,"Adult, Adventure, Ecchi, Fantasy, Mature, Seinen            ",FALSE,"Ziru’s Musings","A world where the [Demon King] was defeated by a [Hero] that came from another world. People carelessly forgot about their fear of the [Demon King] and of monsters, living in peace. In a forgotten and run-down cave in the mountains, a new monster that should not have been born was given birth. The monster’s name was the [Black Ooze]. It was nothing exceptional other than its black color, an ordinary slime. However, this slime had the special characteristic of being able to take the abilities of the living things it swallowed. It preyed on an insect that had paralytic poison, as well as other animals. Following that, it attacked a human, obtaining his knowledge and [Desire]. Before long, the monster established its target as the female mage that came to explore the cave. This world still wasn’t aware. [A Monster Was Born]…",9,FALSE
"Insolent Knight and Prince of Mask","http://novelplanet.com/Novel/%49%6e%73%6f%6c%65%6e%74%2d%4b%6e%69%67%68%74%2d%61%6e%64%2d%50%72%69%6e%63%65%2d%6f%66%2d%4d%61%73%6b",2013,"Action, Adventure            ",FALSE,"Unknown","In this country, there was a man called the <U+3010>Hero of Rodell<U+3011> before. He overwhelmed his enemies with a strength not unlike a fierce god, and it was said that no one can match his sword skills. However, the man unexpectedly concealed his whereabouts and disappeared from the center stage<U+2015><U+2015><U+2015> then, five years after that. <U+300E>I do not plan to wield a sword ever again. I also do not want to kill people. Whatever you expect, it has nothing to do with me.<U+300F> What appeared before the Crown Prince who put on a mask called <U+300E>lie<U+300F> to falsify himself is the excessively foul-mouthed <U+3010>Hero<U+3011>.",2,FALSE
