"Name","url","Release_Date","Genre","Completed","Translator","Description","Count","Update_needed"
"The Six Immortals","http://novelplanet.com/Novel/%54%68%65%2d%53%69%78%2d%49%6d%6d%6f%72%74%61%6c%73",NA,"Action, Adventure, Fantasy, Harem, Martial Arts, Mystery, Romance, Supernatural, Xuanhuan            ",FALSE,"www.novelsaga.com","Author Synopsis: Bi Fan has been bullied his entire life, but he never gives up. His drive to make something of himself keeps pushing him to the limits. Then when all seems lost, something extraordinary happens, an unexpected turn of events that change his life forever. Synopsis: Six circles exist between the heaven and earth. Bi Fan, weak and lonely, grows little by little and takes the world by surprise. As the wars for power, glory, fame and money rage on, ‘The Six Immortals’, a tale of Love, Hatred, Regret, Passion, Rivalry and Self-Sacrifice unfolds.",225,FALSE
"The Skill Maker","http://novelplanet.com/Novel/%54%68%65%2d%53%6b%69%6c%6c%2d%4d%61%6b%65%72",NA,"Fantasy            ",FALSE,"Unknown","Trying to earn a living everyday kept Hyeon Su busy. However, one day when he was doing a side job of threading beads, he realized something.-Ding![Bead threading skill has been created]The truth was that he was the Skill Maker.",6,FALSE
"The Sky Crawlers","http://novelplanet.com/Novel/%54%68%65%2d%53%6b%79%2d%43%72%61%77%6c%65%72%73",2001,"Drama, Psychological            ",FALSE,"Unknown","The story unfolds in another ‘possible’ modern age. The main characters are youngsters called “Kildren”, who are destined to live eternally in their adolescence. The Kildren are conscious that every day could be the last, because they fight a “war as entertainment” organized and operated by adults. But as they embrace the reality they are faced with, they live their day-to-day lives to the full.",1,FALSE
"The Snowy Path of the Heroic Blade","http://novelplanet.com/Novel/%54%68%65%2d%53%6e%6f%77%79%2d%50%61%74%68%2d%6f%66%2d%74%68%65%2d%48%65%72%6f%69%63%2d%42%6c%61%64%65",NA,"Action            ",FALSE,"Unknown","With a face like an arctic fox, wearing the two blades Embroidered Winter and Thundering Spring, he strived to become number one under the heavens. Under the lake was an old, white-haired fighter who loved eating meat. The old servant, missing his front teeth, carried a sword sheath on his back. In the mountains, was a young granduncle riding on a green cow; he did not dare go down the mountains. There was a cold female killer, riding on a panda. In Jianghu, higher-ups who set out on a journey had to pay attention to their outstanding outfits. Female heroes who walked along Jianghu had to pay attention to their popularity. Sects had to set up a good relationship with the government. As for the main character, he casually took his blade and tore through Jianghu.",1,FALSE
"The Sorcerer Laughs in the Mirror","http://novelplanet.com/Novel/%54%68%65%2d%53%6f%72%63%65%72%65%72%2d%4c%61%75%67%68%73%2d%69%6e%2d%74%68%65%2d%4d%69%72%72%6f%72",2014,"Drama, Fantasy, Gender Bender, Shoujo            ",FALSE,"Selfish Translations","Ariel finds herself switched with Gray, who is connected to a series of murders. While studying magic in order to return to her body, she gets caught up in events related to Gray, however–",27,FALSE
"The Spear User that Couldn't Become the Hero «Protagonist»","http://novelplanet.com/Novel/%54%68%65%2d%53%70%65%61%72%2d%55%73%65%72%2d%74%68%61%74%2d%43%6f%75%6c%64%6e%2d%74%2d%42%65%63%6f%6d%65%2d%74%68%65%2d%48%65%72%6f%2d%e3%80%8a%50%72%6f%74%61%67%6f%6e%69%73%74%e3%80%8b",2016,"Action, Fantasy, Martial Arts, School Life, Shounen            ",FALSE,"Roxism HQ","In 2031 A.D. mysterious crystal bodies referred to as <U+300E>C.E.<U+300F> attacked. Humanity was gradually pushed down the road to ruin. This is the story of a great hero who save the Earth from destruction with his shining holy sword<U+2015><U+2015>not. In history during humanity’s grimmest hour, this is the story of the overshadowed hero, a lone spear user. In often cases, this would be a story about a cheat protagonist and his harem; but, this story is from the point-of-view of a supporting character that shows the conspiracy behind such plots. Basically, the theme is school battles.",20,FALSE
"The Spearmaster and the Black Cat","http://novelplanet.com/Novel/%59%61%72%69%74%73%75%6b%61%69%2d%74%6f%2d%4b%75%72%6f%6e%65%6b%6f",2016,"Action, Adventure, Ecchi, Fantasy, Harem, Romance, Supernatural            ",FALSE,"Birdy Translations","After a tear in reality pulls Kagari Shuya into a white room he discovers a futuristic interface for reincarnating in a different world. After looking through the different races and skills he unlocks a new race, Seivault, a type of vampire with none of its characteristic weaknesses. All set to start his life in a new world, Shuya is confused to discover that he is enveloped in darkness. As it turns out something went wrong when he was transported and instead of appearing where he was supposed to he appeared in a underground cave. Shuya faces untold dangers, runs for his life, before finding his way out of the underground world. After escaping he meets his Shishou and begins to learn to fight with a spear. There is also a cute black cat named Rollo.",56,FALSE
"The Square","http://novelplanet.com/Novel/%54%68%65%2d%53%71%75%61%72%65",NA,"Drama, Historical            ",FALSE,"Unknown","The Square is an anthology of three stories, each unique in its way, and yet united by one incident: The Tiananmen Square Protests of 1989. Spanning across three different decades and showcasing three different couples who fight for their right to live their lives the way they want to, The Square is a touching collection of wonderfully written and touchingly portrayed characters.It is set in three different locations: Beijing, Shanghai and Hong Kong. And features the fight for the basic right of Freedom of Speech and Democracy.It’s a story of tears, bloodshed and a fight that tore people into two. It’s a celebration of dissent, life, and love. It’s a story that is inspiring millions of youngsters to fight for what belongs to them. It’s a story that has to be told and had to be heard.The story of the Square that changed the world.",1,FALSE
"The Story of a Macaron-Loving Girl Who Lived a Thousand Years Somehow.","http://novelplanet.com/Novel/%54%68%65%2d%53%74%6f%72%79%2d%6f%66%2d%61%2d%4d%61%63%61%72%6f%6e%2d%4c%6f%76%69%6e%67%2d%47%69%72%6c%2d%57%68%6f%2d%4c%69%76%65%64%2d%61%2d%54%68%6f%75%73%61%6e%64%2d%59%65%61%72%73%2d%53%6f%6d%65%68%6f%77",2013,"Sci-fi            ",TRUE,"Unknown","The Story of a Macaron-Loving Girl Who Lived a Thousand Years Somehow. is a compilation of four stories. The Story of a Macaron-Loving Girl Who Lived a Thousand Years Somehow. A whimsical girl who loves macarons learns her best friend has ended up a thousand years in the future, so she lives a thousand years to meet her and watches the world change around her. (A rewrite of the original with more detail and extra scenes.) She Can Talk To Concrete A boy with a terminal illness doesn’t tell his mother about it, and instead enjoys having no responsibilities. Then he meets a girl from middle school who’s changed considerably since then, and shares with her the mysteries of cardboard and building secret bases. (Also, there’s a scene I simultaneously can and can’t frickin’ believe got an illustration.) Paraporopurun Peroporoparapon An alien finds he’s in love with another alien, but knows that, her being royalty, he can never hope to compete with her thirty-five trillion fiancés… or can he? Said aliens have bizarre names, bizarre bodies, and bizarre practices, but are actually really cute. The Lying Cicada and the Blue Sky A boy is visited one night by an unusual girl initially claiming to be a cicada. Eventually, she reveals her intention to “repay the favor” of him once saving her life.",4,FALSE
"The Story of Living as I Please After Being Reincarnated in Another World with a Ridiculously Cheat Power","http://novelplanet.com/Novel/%54%68%65%2d%53%74%6f%72%79%2d%6f%66%2d%4c%69%76%69%6e%67%2d%61%73%2d%49%2d%50%6c%65%61%73%65%2d%41%66%74%65%72%2d%42%65%69%6e%67%2d%52%65%69%6e%63%61%72%6e%61%74%65%64%2d%69%6e%2d%41%6e%6f%74%68%65%72%2d%57%6f%72%6c%64%2d%77%69%74%68%2d%61%2d%52%69%64%69%63%75%6c%6f%75%73%6c%79%2d%43%68%65%61%74%2d%50%6f%77%65%72",2015,"Action, Adult, Adventure, Comedy, Ecchi, Fantasy, Harem, Mature, Supernatural            ",TRUE,"Unknown","Hit by a truck as a young man, after winning God’s ultimate lottery prize, I got to create a HOLY SHIT-like cheat ability of my choosing, create a harem, make loads of money, sleep with a random babe, and do anything I liked; it’s that kind of story.",34,TRUE
"The Story of One Continent","http://novelplanet.com/Novel/%54%68%65%2d%53%74%6f%72%79%2d%6f%66%2d%4f%6e%65%2d%43%6f%6e%74%69%6e%65%6e%74",2013,"Adventure, Drama, Romance, Slice of Life            ",FALSE,"Untuned Translation","The Story of One Continent ~Allison and Wil and Lillia and Treize and Meg and Seron and Everyone Else~ is one final send-off for the long-running series of novels by Keiichi Sigsawa that includes Allison, Lillia and Treize, and Meg and Seron. As this is a sequel that involves characters from all three series, you are advised to read all of Allison, Lillia and Treize, and Meg and Seron before diving in.",20,FALSE
"The Strategist Knows Everything","http://novelplanet.com/Novel/%54%68%65%2d%53%74%72%61%74%65%67%69%73%74%2d%4b%6e%6f%77%73%2d%45%76%65%72%79%74%68%69%6e%67",2014,"Action, Adventure, Fantasy, Harem            ",FALSE,"trytranslations.com","Kurei Yukito made a wish on the verge of dying. In his next life, he would like to become someone who can understand other people. However, the next time Yukito woke up, he had been reincarnated to a different world in the midst of war. Moreover, he was granted a cheat skill as a result of misunderstanding his last wish. He was picked up by the rebel Prince, worked as the go-between of messengers from other countries and did his best to talk to them despite his poor social skills. Yukito desperately lived in this different world in order to accomplish his dying wish. Nevertheless. In this world where wars are common, hints of war gradually crept up to Yukito…",19,FALSE
"The Strategy to Become Good at Magic","http://novelplanet.com/Novel/%54%68%65%2d%53%74%72%61%74%65%67%79%2d%74%6f%2d%42%65%63%6f%6d%65%2d%47%6f%6f%64%2d%61%74%2d%4d%61%67%69%63",2012,"Action, Adventure, Comedy, Fantasy, Josei            ",FALSE,"WolfieTranslation","Sue Lin the protagonist gets teleported to the online gaming world she’s playing in, reverting back to 4 years old. Watch her cause mayhem in that world!",85,FALSE
"The Strong, The Few, True Cultivators on Campus","http://novelplanet.com/Novel/%54%68%65%2d%53%74%72%6f%6e%67%2d%54%68%65%2d%46%65%77%2d%54%72%75%65%2d%43%75%6c%74%69%76%61%74%6f%72%73%2d%6f%6e%2d%43%61%6d%70%75%73",NA,"Action, Ecchi, Harem, Martial Arts, Mature, Romance, School Life, Xianxia            ",FALSE,"volarenovels","In order to live he must get close to girls, what kind of rule is this? Tang Zheng possess the Nine Yang Saint Body, a rare body constitution that is hard to come across within a millennium, yet he must absorb pure Yin energy to stay alive. In order to live, he will fight! Absolute campus bullies, goddess teachers, charming housewives, haughty lolis… all kinds of woman walk into his life causing him to be surrounded by beauties!",133,FALSE
